price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
376000.0,-0.44309578222874035,-0.20779445947461841,-0.8394270413631941,-0.37113767766445727,2.77796886482478,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-0.5704905161610976,-0.6726083469691431,1.2476702762833514,-0.8254871063358055
800000.0,0.6633074375704062,1.385296396497456,1.4585447423969584,4.0346321562835445,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,1.9838504497715082,-0.6726083469691431,1.2141181168561799,-0.8254871063358055
2238888.0,1.769710657369553,5.52733262202485,5.354651448499399,3.2147005659496375,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,5.327714986992374,1.158131613726375,1.3147745951376948,-0.8254871063358055
324000.0,-0.44309578222874035,0.11082371171979646,-1.1966572004749996,-0.384518399228401,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-1.1997872450408575,-0.24184600327608,1.2141181168561799,-0.8254871063358055
549900.0,1.769710657369553,0.7480600541086263,0.9571690804856524,-0.21416508781744314,-0.9612138061902861,-0.08685859024552638,-0.3119682144433466,2.2810548911830044,-0.26861385655088055,2.471956761990217,0.2746576528953737,-0.8254871063358055
320000.0,-0.44309578222874035,0.42944188291421137,-0.014246264467502968,-0.2154474069673211,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,0.34675010342379264,-0.6726083469691431,1.0799094791474932,-0.8254871063358055
875000.0,0.6633074375704062,-0.20779445947461841,0.39312146083543315,-0.24245973862453235,-0.9612138061902861,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-0.5008266716356629,1.7396607777120103,-1.6713675938805816,1.2240149641861893
265000.0,0.6633074375704062,-1.4822671442522781,-0.2127074639740616,-0.14397205261325535,-0.9612138061902861,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-0.8723671757713146,1.1796697309110282,-0.29572905736654426,1.21993025652197
394950.0,-0.44309578222874035,0.42944188291421137,-0.8289817150733753,-0.37487312910105824,2.77796886482478,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-0.6517650014407714,-0.5003034094919179,1.1805659574290082,-0.8254871063358055
842500.0,0.6633074375704062,0.42944188291421137,0.01708971440195366,-0.2620290439118,1.8431731970710137,-0.08685859024552638,-0.3119682144433466,0.8071096360717763,0.38158202568651,-0.6726083469691431,-2.308858622996843,-0.8254871063358055
368000.0,-0.44309578222874035,0.42944188291421137,-0.8080910624937374,-0.3720854787752366,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-0.9536416610509885,0.1027638716783705,1.2141181168561799,-0.8254871063358055
1225000.0,0.6633074375704062,2.9783872524695303,3.422266084882907,2.4317332189361256,-0.9612138061902861,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,2.3902228761698776,2.6227235822827897,1.0128051602931498,-0.8254871063358055
885000.0,0.6633074375704062,0.42944188291421137,0.7169265758198182,-0.27033624188274835,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,1.1594949562205308,-0.6726083469691431,0.81149220373012,-0.8254871063358055
453246.0,-0.44309578222874035,0.42944188291421137,-0.13959017994532946,-0.34596519522228825,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-0.512437312389902,0.6627549184793525,1.4489832328463812,-0.8254871063358055
927000.0,0.6633074375704062,0.7480600541086263,1.2078569114413054,-0.07269183378199712,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,1.7051950716697692,-0.6726083469691431,-0.5976984922110891,-0.8254871063358055
490000.0,-1.549499002027887,0.42944188291421137,-0.9543256305512017,-0.3709425421416498,0.908377529317247,-0.08685859024552638,-0.3119682144433466,-0.6668356190394517,-1.116190631610336,0.1027638716783705,1.113461638574665,1.21993025652197
341000.0,-0.44309578222874035,-0.8450308018634481,-0.44250464235007686,-0.2112659314785887,-0.026418138436519495,-0.08685859024552638,-0.3119682144433466,0.8071096360717763,-0.12928616750001115,-0.6726083469691431,-0.6312506516382608,-0.8254871063358055
235000.0,-2.655902221827034,-1.4822671442522781,-1.3930293347235945,-0.34139344868794086,-0.9612138061902861,-0.08685859024552638,-0.3119682144433466,2.2810548911830044,-1.1858544761357708,-0.6726083469691431,-1.0003244053371487,-0.8254871063358055
